studyid,country,yearsofstudy,studydesign,studysize,studyquality,studypopulation,eligiblitycriteria,exposure,exposuredefinition,exposureanalysis,comparatorgroup,healthoutcomecategory,outcomereportedbypaper,casedefinition,casedefinitiontype,outcomeassessment,methodoffollowuporrecall,durationoffollowuporrecall,incidenceorprevalence,numberexposed,numberofunexposed,numberofexposedcases,numberofunexposedcaes,numberofexposednoncases,numberofunexposednoncases,or,lor,uor,cor,corlower95ci,corupper95ci,aor,aorlower95ci,aorupper95ci,symptom,region,rct,logOR,logOR_L,logOR_U,logORse
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Swam for at least 10 minutes (including body immersion but not necessarily head immersion),any,Non-bathers (including non-beachgoing nonbathers),Enteric,Dysphagia (odynophagia),Dysphagia (odynophagia),Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,41,2,3755,569,2.450000048,0.600000024,10.02000046,,,,2.450000048,0.600000024,10.02000046,Dysphagia,Europe,No,0.896088064,-0.510825574,2.304583073,0.718216479
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,head immersion,head,Non-bathers (including non-beachgoing nonbathers),Enteric,Gastro (B),"Two or more of nausea or vomiting, abdominal pain, diarrhoea up to two episodes within 24 h and fever",combination,Self-repored in follow up interview,Telephone interview,10 days,Incidence,,,,,,,1.350000024,0.639999986,2.859999895,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,0.300104618,-0.446287125,1.050821543,0.38191548
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,any,any,Non-bathers (including non-beachgoing nonbathers),Ear,Fullness in ear,fullness in ear,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,35,0,3761,571,,1.382586002,,,,,,,,Fullness in ear (single symptom case definition),Europe,No,,0.323955655,,
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",head immersion,,head,Non-bathers (including non-beachgoing nonbathers),Enteric,diarrhoea,,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,,,,,,,0.980000019,0.370000005,2.589999914,,,,,,,Diarrhoea,Europe,No,-0.020202687,-0.994252264,0.951657832,0.496405631
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,head immersion,any,Non-bathers (including non-beachgoing nonbathers),Enteric,Nausea or vomiting,Nausea or vomiting,Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,40,0,3756,571,,1.582363009,,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,,0.458919317,,
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Swam for at least 10 minutes (including body immersion but not necessarily head immersion),any,Non-bathers (including non-beachgoing nonbathers),Enteric,Abdominal pain,Not reported,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,74,3,3722,568,3.160000086,0.949999988,10.51000023,,,,3.160000086,0.949999988,10.51000023,Stomach ache,Europe,No,1.150572062,-0.051293306,2.352327108,0.613168478
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,Swam for at least 10 minutes (including body immersion but not necessarily head immersion),any,Non-bathers (including non-beachgoing nonbathers),Enteric,Diarrhoea,more than 2 times,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,39,4,3757,567,1.059999943,0.349999994,3.210000038,,,,1.059999943,0.349999994,3.210000038,Diarrhoea,Europe,No,0.058268853,-1.049822092,1.166270971,0.56532985
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,any,any,Non-bathers (including non-beachgoing nonbathers),Ear,Ear,"any of ear pain, sense of fullness in ear, otorrhea, ear itching",Multi-symptom,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,129,1,3667,570,17.20999908,2.420000076,122.3399963,,,,17.20999908,2.420000076,122.3399963,Ear infection (sensitive case definition),Europe,No,2.845490456,0.883767545,4.80680418,1.000774622
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,any,any,Non-bathers (including non-beachgoing nonbathers),Ear,Ear,"at least 2 of ear pain, sense of fullness in ear, otorrhea, ear itching",combination,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3694,570,27,0,3667,570,,1.091753006,,,,,,,,Ear infection (specific case definition),Europe,No,,0.08778467,,
Papastergiou 2011,Greece,2008,Prospective cohort,4377,Moderate,Greek beachgoers,"Not foreign tourists, not emigrants nor member of the Roma community",Bathers,any,any,Non-bathers (including non-beachgoing nonbathers),Ear,Ear itching,itchy ears,Single,Self-repored in follow up interview,Telephone interview,10 days,Incidence,3796,571,16,0,3780,571,,0.628483295,,,,,,,,Itchy ears (single symptom case definition),Europe,No,,-0.464445829,,
Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,People who get into the water including those who had head immersion and those without,any,non-swimmers,Enteric,gastro,Not reported,Can't tell,self-reported symptoms,telephone or beach interview,7 days,Incidence,1591,214,37,1,1554,213,5.071428776,0.845573425,206.5704041,,,,,,,Gastrointestinal infection (case definition not reported),Europe,No,1.623622537,-0.16774027,5.33064127,1.40264833
Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,head immersion,head,non-swimmers,Any,Any,"Nausea, vomiting, diarrhoea, abdominal pain, fever, skin irritation, itching, otitis, conjunctivitis, cold, sore throat, gastrointestinal, skin disease, ear disease, eye disease, upper respiratory disease",Multi-symptom,self-reported symptoms,telephone or beach interview,7 days,Incidence,1261,214,93,13,1168,201,0.959999979,0.50999999,1.799999952,,,,,,,Any symptom of infection,Europe,No,-0.040822018,-0.673344553,0.587786615,0.321717143
Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,any,any,non-swimmers,Ear,Ear,Not reported,Can't tell,self-reported symptoms,telephone or beach interview,7 days,Incidence,1591,214,8,2,1583,212,0.535691679,0.105981298,5.212582111,,,,,,,Ear infection (case definition not reported),Europe,No,-0.624196529,-2.244492531,1.651075363,0.993767321
Prieto 2001,Spain,1998,Prospective cohort,1805,Moderate,Beachgoers adults and children,None reported,swimming,an,any,non-swimmers,Any,Any,"Nausea, vomiting, diarrhoea, abdominal pain, fever, skin irritation, itching, otitis, conjunctivitis, cold, sore throat, gastrointestinal, skin disease, ear disease, eye disease, upper respiratory disease",Multi-symptom,self-reported symptoms,telephone or beach interview,7 days,Incidence,1591,214,123,13,1468,201,1.149999976,0.720000029,1.840000033,,,,,,,Any symptom of infection,Europe,No,0.139761925,-0.328504026,0.609765589,0.239354491
Roy 2004,US,1999-2001,Case-control,772,Poor,Community,Adults and children,swimming,,any,non-bathers,Specific,Cryptosporidium infection,,,Lab-diagnosed,Self-reported by telephone,14 days,Incidence,,,,,,,2.5,0.699999988,8.199999809,,,,,,,Cryptosporidium infection,North America,No,0.91629076,-0.356674969,2.104134083,0.62775743
Soraas 2013,Norway,2009-2011,Case control,290,Moderate,Community,adults only (aged >=18),swimming ,,any,non-bathers,Specific,CA-UTI caused by ESBL-producing E. coli or K. pneumoniae,,,Lab-diagnosed,self reported in face to face interview or by telephone,1 year,Incidence,,,,,,,1.99000001,1.169999957,3.430000067,,,,,,,CA-UTI caused by ESBL-producing E. coli or K. pneumoniae,Europe,No,0.68813467,0.157003716,1.232560277,0.274376661
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,nausea+diarrhoea,nausea+diarrhoea,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,1,0,1380,66,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,vomiting+diarrhoea,vomiting+diarrhoea,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,1,0,1380,66,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,Diarrhoea,Not reported,Single,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,,,,,,,1.019999981,0.059999999,17.60000038,,,,,,,Diarrhoea,Europe,No,0.019802609,-2.813410759,2.867898941,1.449313641
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,GI,nausea+diarrhoea+fever,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,,,,,,,0.02,0,0.389999986,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,-3.912023067,,-0.941608548,
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Any,Any,"Respiratory, enteric, skin, otitis, conjunctivitis",Multi-symptom,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1945,2318,176,54,1769,2264,4.171261787,3.036245108,5.804135799,,,,,,,Any symptom of infection,Europe,No,1.428218603,1.110621572,1.75857079,0.165293172
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Ear,Otitis,Not reported,Can't tell,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,2879,1924,27,1,2852,1923,18.20512009,2.994417906,745.6027222,,,,,,,Ear infection (case definition not reported),Europe,No,2.901702881,1.096749902,6.614192963,1.407510996
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,nausea+diarrhoea+fever,nausea+diarrhoea+fever,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,0,1,1381,65,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,Vomiting,Not reported,Single,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,3,1,1378,65,0.141509399,0.0112242,7.540962219,,,,,,,Vomiting,Europe,No,-1.955389142,-4.489683151,2.020349741,1.660722733
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmers at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,enteric,"any vomiting, diarrhoea, fever, nausea, abdominal pain and combinations of these",Multi-symptom,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1945,2318,14,10,1931,2308,1.673329949,0.689452827,4.220221996,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),Europe,No,0.514815629,-0.371856987,1.439887762,0.46217978
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,diarrhoea+fever,diarrhoea+fever,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,1,0,1380,66,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,vomiting+diarrhoea+fever,vomiting+diarrhoea+fever,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,3,0,1378,66,0.340000004,0.02,6.599999905,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,-1.078809619,-3.912023067,1.887069583,1.479360342
UNEP 1991,Spain,1988-1990,Prospective cohort,1447,Moderate,"Beach goers, mixture of locals and tourists","Had been present at the bathing beach for at least an hour. No bathing at another beach, bathing in swimming pools, precence of allergic porcesses, problems related to toxi-infections by contaminated food and/or beverages. On the beach for at least one hour",swimmer at both beaches,"Had contact with water, submerged body, head had been immersed, had swallowed seawater or whose face had been splashed by waves",any,Non-swimmers at polluted beach,Enteric,vomiting+nausea,vomiting+nausea,combination,Self-repored in follow up interview,Telephone interview,5-10 days ,Incidence,1381,66,5,0,1376,66,,,,,,,,,,Gastrointestinal infection (case definition requires two or more symptoms),Europe,No,,,,
Wade 2010,US,"2005, 2007",Prospective cohort,6350,Good,Beachgoers visiting the beach on weekends and holidays,"No previous enrolment in study in past 30 days, an adult (aged 18 or above) was present. ",Swimmer ,Body immersion (immersion to the waist or higher),any,Non-swimmer,Ear,Earache,"Earache, ear infection or runny ears",Multi-symptom,Self-reported,Telephone interview,10-12 days,Incidence,,,47,35,,,1.437726974,0.905256212,2.302395105,,,,,,,Ear infection (sensitive case definition),North America,No,0.363063365,-0.099537268,0.833949924,0.238134488
Wade 2010,US,"2005, 2007",Prospective cohort,6350,Good,Beachgoers visiting the beach on weekends and holidays,"No previous enrolment in study in past 30 days, an adult (aged 18 or above) was present. ",Swimmer ,Body immersion (immersion to the waist or higher),any,Non-swimmer,Enteric,GI,"any of diarrhoea, vomiting, nausea+stomach ache, nausea or stomach ache and inteference with regular activities",Multi-symptom,Self-reported,Telephone interview,10-12 days,Incidence,,,207,159,,,1.416107059,1.137040973,1.765841961,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.347911596,0.128429249,0.568627596,0.112295493
Wade 2010,US,"2005, 2007",Prospective cohort,6350,Good,Beachgoers visiting the beach on weekends and holidays,"No previous enrolment in study in past 30 days, an adult (aged 18 or above) was present. ",Swimmer ,Body immersion (immersion to the waist or higher),any,Non-swimmer,Enteric,Diarrhoea,3 or more loose stools in a 24h period,Single,Self-reported,Telephone interview,10-12 days,Incidence,,,136,100,,,1.469205022,1.119421005,1.932950974,,,,,,,Diarrhoea,North America,No,0.384721458,0.112811595,0.659047842,0.139345989
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer head immersion,head immiersion regardless of water quality,head,No swimming,Enteric,GI,"Any of diarrhoea, vomiting, nausea and stomach ache, nausea or stomach ache and interference with regular activities",Multi-symptom,Self-reported,Telephone interview,10-14 days,Incidence,6231,1692,405,79,5826,1613,1.120000005,0.870000005,1.450000048,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.113328688,-0.139262065,0.371563584,0.130312666
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer body immersion,body immersion,any,No swimming,Ear,earache,ear ache,Single,Self-reported,Telephone interview,10-14 days,Incidence,,,,,,,1.849406958,1.203335047,2.962800026,,,,,,,Earache (single symptom case definition),North America,No,0.614865005,0.185096905,1.086134791,0.22985661
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer body immersion,body immersion,any,No swimming,Enteric,GI,Diarrhoea ,Single,Self-reported,Telephone interview,10-14 days,Incidence,8073,1748,345,50,7728,1698,1.516070962,1.118577003,2.09225893,,,,,,,Diarrhoea,North America,No,0.416122109,0.112057343,0.738244295,0.159741566
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer head immersion,head immersion,head,No swimming,Ear,ear ache,ear ache,Single,Self-reported,Telephone interview,10-14 days,Incidence,,,,,,,2.029999971,1.309999943,3.25999999,,,,,,,Earache (single symptom case definition),North America,No,0.708035767,0.270027101,1.181727171,0.232576549
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer body immersion,body immersion regardless of water quality,any,No swimming,Enteric,GI,"Any of diarrhoea, vomiting, nausea and stomach ache, nausea or stomach ache and interference with regular activities",Multi-symptom,Self-reported,Telephone interview,10-14 days,Incidence,7852,1692,508,79,7344,1613,1.412336946,1.104854941,1.823776007,,,,,,,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.345245749,0.099714048,0.600909054,0.127855867
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer body immersion,body immersion regardless of water quality,any,No swimming,Ear,Earache,"Earache, ear infection or runny ears",Multi-symptom,Self-reported,Telephone interview,10-14 days,Incidence,7913,1727,201,24,7712,1703,1.849406958,1.203335047,2.962800026,,,,,,,Ear infection (sensitive case definition),North America,No,0.614865005,0.185096905,1.086134791,0.22985661
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer head immersion,head immersion,head,No swimming,Ear,Earache,"Earache, ear infection or runny ears",Multi-symptom,Self-reported,Telephone interview,10-14 days,Incidence,6295,1727,175,24,6120,1703,2.029036999,1.314564943,3.261847019,,,,,,,Ear infection (sensitive case definition),North America,No,0.707561314,0.273505777,1.182293653,0.231833637
Wade 2013,US,2009,Prospective cohort,11159,Good,beach goers  ,"Have to have a household member aged 18 or over, had to participate in study and complete follow up interview, cannot have participated in study in previuos 28 days, cannot report illness in previous 3 days. ",swimmer head immersion,head immersion,head,No swimming,Enteric,,,Can't tell,Self-reported,Telephone interview,10-14 days,Incidence,,,,,,,1.419358015,1.051059961,1.840633035,,,,,,,Gastrointestinal infection (case definition not reported),North America,No,0.350204676,0.049799141,0.610109568,0.142936334
Yau 2014,US,2007-2008,Prospective cohort,6165,Good,"Beachgoers, all ages, residents of US, Canada or Mexico","No prior participation in the study, a family member older than 18 at the beach, a home address in the IS, Canada, or Mexico. Individuals who reported illness prior to visiting the beach were excluded from incidence measures",Head immersion,head immersion and swallowing water,head,No contact,Enteric,Gastrointestinal illness,"Any of 1) diarrhoea, 2) vomiting, 3)nausea and abdominal cramps, 4) nausea and missed daily activities due to gastrointestinal illness or 5) abdominal cramps and missed daily activities due to gastrointestinal illness",Multi-symptom,Self-reported,Phone,10 days,Incidence,3017,1750,227,111,2790,1639,1.120000005,0.829999983,1.5,,,,1.120000005,0.829999983,1.5,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.113328688,-0.186329603,0.405465096,0.15096803
Yau 2014,US,2007-2008,Prospective cohort,6165,Good,"Beachgoers, all ages, residents of US, Canada or Mexico","No prior participation in the study, a family member older than 18 at the beach, a home address in the IS, Canada, or Mexico. Individuals who reported illness prior to visiting the beach were excluded from incidence measures",Body contact,"Water up to waist or higher, including head immersion and swallowing water",any,No contact,Enteric,Gastrointestinal illness,"Any of 1) diarrhoea, 2) vomiting, 3)nausea and abdominal cramps, 4) nausea and missed daily activities due to gastrointestinal illness or 5) abdominal cramps and missed daily activities due to gastrointestinal illness",Multi-symptom,Self-reported,Phone,10 days,Incidence,3891,1750,284,111,3607,1639,1.019999981,0.769999981,1.340000033,,,,1.019999981,0.769999981,1.340000033,Gastrointestinal infection (case definition requires at least one of a list of symptoms),North America,No,0.019802609,-0.261364788,0.292669624,0.141335309
Begier 2008,Mexico,2004,Case-control study of outbreak,25,Poor,"Holiday makers to Mexico, adults and children",,Swimming,,head,Non-bathers,Specific,Echovirus infection,,,Lab-diagnosed,,24 days,Incidence,,,,,,,5,0.209999993,314,,,,,,,Echovirus infection,North America,No,1.609437943,-1.560647726,5.749392986,1.864806294
